tipoAss;numeroDoContrato;tipoDeContrato;codigoDaPessoa;codigoDaPessoaVendedor;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;codigoDaCondicaoDePagamento;codigoDoProdutoServico;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Combo;562025;R;30847;1;11;16/11/2023 00:00;18/11/2024 00:00;1;156;60;48;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,867742;-49,389629;9659;43;Estância Santa Maria (Zona Rural);M;F;81;25;1;52144
Digital;561381;R;182395;1;13;16/11/2023 00:00;15/05/2024 00:00;1;128;100;63;107,4;0;6;17,7032967;625,88;244;3;3;DIARIO DA REGIAO - DIGITAL;SEM 5 DIAS - DIGITAL;182;128;2018 SEM-DIG;São José do Rio Preto;2023/10;2024/05;13 Menos de R$ 45;Semestral;São José do Rio Preto;FALSO;;;9659;22;Vila Santa Cândida;M;F;81;28;1;52148
Combo;561412;R;25643;1;11;16/11/2023 00:00;18/11/2024 00:00;1;156;61;48;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,813148;-49,377431;9659;23;Parque Industrial;M;F;91;26;1;52150
Digital;561447;R;139284;1;10;16/11/2023 00:00;15/11/2024 00:00;1;261;101;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Votuporanga;2023/10;2024/11;13 Menos de R$ 45;Anual;Votuporanga;FALSO;-20.4268948;-49.9791124;9789;392;Vila Nova;M;F;91;26;1;52150
Combo;561954;R;53531;1;11;16/11/2023 00:00;18/11/2024 00:00;1;156;61;48;20;0;12;1,666666667;780;239;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 REG-CBO-ANU (TE|QA|QI|SE) - DIG;Tabapuã;2023/10;2024/11;13 Menos de R$ 45;Anual;Tabapuã;VERDADEIRO;;;9705;385;A DEFINIR;M;F;84;26;1;52164
Impressa;561136;R;91738;1;5;18/11/2023 00:00;26/11/2024 00:00;1;261;92;63;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;22;Jardim Moysés Miguel Haddad;M;F;90;26;1;52168
Combo;563816;I;44815;1;12;18/11/2023 00:00;15/11/2024 00:00;1;104;40;32;484;180;12;40,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/11;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,815314;-49,381117;9659;23;Jardim dos Seixas;M;F;60;24;1;52180
Impressa;561917;R;181880;1;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;105;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;65;Jardim Palmeiras;M;F;124;25;1;52190
Combo;561123;R;167860;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;40;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Conjunto Habitacional Cristo Rei;M;F;60;21;1;52224
Impressa;563850;I;34042;1;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;261;1140;102;1;95;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;São José do Rio Preto;2023/11;2024/11;02 de R$ 95 a R$ 99.99;Anual;São José do Rio Preto;VERDADEIRO;-20.7861522;-49.3585829;9659;51;Vila Maceno;M;F;58;23;1;52225
Combo;563856;R;29920;1;19;18/11/2023 00:00;17/05/2024 00:00;1;52;40;32;327;54;6;54,4999998;360;234;6;1;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 RP-CBO-SEM (SA|DO) - IMP;São José do Rio Preto;2023/11;2024/05;11 de R$ 50 a R$ 54.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,811976;-49,366097;9659;11;Vila Ercília;M;F;79;25;1;52253
Digital;563843;I;70677;160629;10;18/11/2023 00:00;16/11/2024 00:00;1;261;100;105;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/11;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,806816;-49,348168;9659;55;Jardim Yolanda;M;F;83;29;1;52279
Combo;563828;I;8156;76316;12;18/11/2023 00:00;15/11/2024 00:00;1;104;40;16;482,8;181,2;12;40,23333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/11;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Jardim Mona;M;F;111;27;1;52280
Impressa;561982;R;176783;1;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;105;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Parque Industrial;F;F;59;29;1;52302
Digital;561385;R;176892;1;13;18/11/2023 00:00;17/05/2024 00:00;1;128;99;104;107,4;0;1;17,7032967;625,88;244;3;3;DIARIO DA REGIAO - DIGITAL;SEM 5 DIAS - DIGITAL;182;128;2018 SEM-DIG;São José do Rio Preto;2023/10;2024/05;13 Menos de R$ 45;Semestral;São José do Rio Preto;FALSO;;;9659;23;Vila Nossa Senhora da Paz;F;F;59;29;1;52302
Combo;561121;R;30374;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;18;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;-20,798912;-49,42265;9659;63;Cecap;M;F;60;27;1;52310
Combo;561991;R;30847;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;26;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,867742;-49,389629;9659;43;Estância Santa Maria (Zona Rural);M;F;78;26;1;52333
Impressa;561151;R;7698;1;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;64;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,789467;-49,401168;9659;63;Eldorado;M;F;85;25;1;52354
Combo;561272;R;25643;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;32;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20,813148;-49,377431;9659;23;Parque Industrial;M;F;86;25;1;52366
Impressa;563853;I;183058;160629;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;105;1006,81;76,19;12;83,90083333;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/11;2024/11;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Jardim Seyon;M;F;44;26;1;52368
Impressa;561331;R;37844;1;4;18/11/2023 00:00;17/05/2024 00:00;1;128;97;126;591;0;3;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;Mirassol;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;Mirassol;VERDADEIRO;;;9366;334;Centro;M;F;87;25;1;52399
Combo;563826;I;4026;76316;12;18/11/2023 00:00;22/11/2024 00:00;1;104;38;32;608,8;127,2;12;50,73333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Tanabi;2023/11;2024/11;11 de R$ 50 a R$ 54.99;Anual;Tanabi;FALSO;;;9715;386;A DEFINIR;M;F;77;26;1;52410
Combo;561115;R;181820;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;72;736;0;3;61,33333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Cedral;2023/10;2024/11;09 de R$ 60 a R$ 64.99;Anual;Cedral;FALSO;;;9056;299;A DEFINIR;M;F;82;15;1;52416
Impressa;561346;R;6021;1;4;18/11/2023 00:00;15/05/2024 00:00;1;128;98;128;678;0;4;112,9999998;834,5;231;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 REG-SEM;Monte Aprazível;2023/10;2024/05;01 R$ 100 ou Mais;Semestral;Monte Aprazível;VERDADEIRO;-20.7653320;-49.7101187;9378;339;A DEFINIR;M;F;80;26;1;52420
Combo;561256;R;62137;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;18;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;Mirassol;FALSO;;;9366;334;AEROPORTO;M;F;87;25;1;52424
Combo;561290;R;43024;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;21;736;0;12;61,33333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Jales;2023/10;2024/11;09 de R$ 60 a R$ 64.99;Anual;Jales;VERDADEIRO;-20.2710327;-50.5530639;9274;324;Centro;M;F;85;17;1;52438
Combo;561118;R;45780;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;24;736;0;12;61,33333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Potirendaba;2023/10;2024/11;09 de R$ 60 a R$ 64.99;Anual;Potirendaba;FALSO;;;9522;367;A DEFINIR;M;F;60;26;1;52451
Combo;561918;R;53531;1;12;18/11/2023 00:00;16/11/2024 00:00;1;104;40;32;736;0;12;61,33333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Tabapuã;2023/10;2024/11;09 de R$ 60 a R$ 64.99;Anual;Tabapuã;VERDADEIRO;;;9705;385;A DEFINIR;M;F;67;25;1;52458
Combo;563697;I;73108;1;12;18/11/2023 00:00;15/11/2024 00:00;1;104;40;40;578,8;157,2;12;48,23333333;720;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Nova Granada;2023/11;2024/11;12 de R$ 45 a R$ 49.99;Anual;Nova Granada;FALSO;-20.5340710;-49.3203553;9410;345;A DEFINIR;M;F;62;19;1;52460
Impressa;561244;R;13638;1;5;18/11/2023 00:00;16/11/2024 00:00;1;261;98;261;1242;0;3;103,5;1669;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Cedral;2023/10;2024/11;01 R$ 100 ou Mais;Anual;Cedral;VERDADEIRO;-20.9014217;-49.2668856;9056;299;A DEFINIR;M;F;89;24;1;52463
Impressa;561979;R;28470;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;115;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,811506;-49,370574;9659;11;Vila Ercília;M;F;87;26;1;52466
Combo;561152;R;1740;1;12;19/11/2023 00:00;22/11/2024 00:00;1;104;39;30;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Vila Santa Tereza;M;F;95;16;1;52471
Impressa;561224;R;63838;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;261;1083;0;1;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;501;Vila São José;M;F;82;25;1;52473
Impressa;561137;R;37490;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;84;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,835103;-49,411893;9659;22;Jardim Tarraf II;M;F;90;25;1;52489
Impressa;561839;R;20920;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;104;1083;0;10;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,811942;-49,385548;9659;23;Vila Imperial;M;F;84;17;1;52494
Impressa;561138;R;80807;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;72;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20.8123431;-49.3816169;9659;23;Centro;M;F;84;17;1;52494
Combo;561153;R;25780;1;12;19/11/2023 00:00;22/11/2024 00:00;1;104;39;32;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;-20,814164;-49,395848;9659;53;Boa Vista;M;F;89;22;1;52498
Impressa;561350;R;33541;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;126;591;0;3;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,810961;-49,406699;9659;53;Jardim Herculano;M;F;85;25;1;52501
Impressa;561316;R;7269;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;126;591;0;3;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;-20,811859;-49,37033;9659;11;Vila Ercília;M;F;87;25;1;52502
Digital;562015;R;165692;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;99;84;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;M;F;77;25;1;52507
Impressa;561148;R;136004;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;140;1083;0;8;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,839823;-49,382825;9659;43;Cidade Nova;M;F;94;24;1;52508
Digital;561847;R;36772;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;98;63;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;43;Bosque da Saúde;M;F;69;28;1;52511
Digital;561434;R;159797;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;98;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20.8184979;-49.3909898;9659;23;Vila Redentora;M;F;80;26;1;52525
Impressa;561927;R;49056;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;84;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,80916;-49,387832;9659;53;Boa Vista;M;F;87;19;1;52528
Impressa;561892;R;27909;1;5;19/11/2023 00:00;26/11/2024 00:00;1;261;92;115;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8080180;-49.3825650;9659;53;Parque Industrial;M;F;119;29;1;52534
Impressa;561208;R;18557;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;215;1083;0;6;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,846484;-49,343551;9659;11;Vila Toninho;M;F;81;29;1;52542
Impressa;561985;R;93102;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;63;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,839154;-49,394454;9659;22;Jardim Redentor;M;F;90;26;1;52572
Digital;561848;R;27101;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;98;42;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,831848;-49,40064;9659;22;Vila Santa Cândida;M;F;94;27;1;52576
Impressa;561322;R;32429;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;128;591;0;1;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;;;9659;53;Parque Industrial;M;F;95;25;1;52580
Impressa;561923;R;135094;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;105;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20.8155151;-49.3807704;9659;23;Centro;M;F;59;25;1;52606
Digital;562030;R;10373;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;98;231;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,849235;-49,392853;9659;43;Jardim Redentor;M;F;44;29;1;52611
Impressa;561135;R;63698;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;48;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,760241;-49,380578;9659;63;Conjunto Habitacional Duas Vendas;M;F;44;29;1;52611
Impressa;561840;R;58591;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;104;1083;0;10;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,821239;-49,360656;9659;11;Parque Residencial Comendador Mancor Daud;M;F;86;29;1;52640
Impressa;561981;R;46015;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;84;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,82058;-49,368456;9659;11;Vila Diniz;M;F;87;26;1;52646
Combo;561142;R;18641;1;12;19/11/2023 00:00;07/12/2024 00:00;1;104;35;24;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/12;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;43;Jardim Bosque das Vivendas;M;F;81;25;1;52663
Impressa;561225;R;63881;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;96;1083;0;8;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,820976;-49,375397;9659;11;Vila Aurora;M;F;80;18;1;52664
Impressa;561348;R;28050;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;125;591;0;3;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,805553;-49,36228;9659;51;Vila Goyos;M;F;82;26;1;52665
Digital;561398;R;133572;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;98;215;202,8;0;6;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Higienópolis;M;F;38;29;1;52669
Combo;561263;R;72217;1;12;19/11/2023 00:00;22/11/2024 00:00;1;104;39;24;664;0;12;55,33333333;720;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/10;2024/11;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;VERDADEIRO;-20.7787390;-49.4028362;9659;51;Jardim do Bosque;M;F;85;27;1;52670
Impressa;561149;R;38778;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;76;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20.8228633;-49.3825740;9659;11;Jardim Europa;M;F;79;26;1;52677
Impressa;561134;R;176461;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;85;1083;0;12;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;11;Parque Industrial Campo Verde;M;F;79;26;1;52677
Impressa;561351;R;34918;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;128;591;0;4;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,811495;-49,376429;9659;23;Vila Ercília;F;F;85;26;1;52678
Digital;561957;R;174411;1;10;19/11/2023 00:00;18/11/2024 00:00;1;261;99;84;202,8;0;12;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/10;2024/11;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Parque Belvedere;M;F;81;27;1;52685
Impressa;561347;R;26741;1;4;19/11/2023 00:00;17/05/2024 00:00;1;128;97;125;591;0;5;98,4999999;834,5;227;6;1;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2023/10;2024/05;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;M;F;81;27;1;52685
Impressa;561894;R;63564;1;5;19/11/2023 00:00;18/11/2024 00:00;1;261;97;115;1083;0;11;90,25;1669;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/10;2024/11;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,703343;-49,335974;9659;51;Condomínio Vera Cruz (Zona Rural);F;F;87;29;1;52688
